t,NT,Nb,Q,PT,PB,x (m),v (m/s),a (m/s2)
0.00228,-2.12631E+22,6.34675E+23,2.74105E+26,20706447.45,2270481.663,3.60196E-05,0.077766472,134.2987825
0.00229,-2.40042E+22,6.37416E+23,2.74108E+26,20706445.25,2289249.143,3.6804E-05,0.079118181,136.0454927
0.0023,-2.67452E+22,6.40157E+23,2.7411E+26,20706442.79,2308097.503,3.7602E-05,0.080487432,137.8072823
0.00231,-2.94864E+22,6.42898E+23,2.74113E+26,20706440.06,2327026.744,3.84138E-05,0.081874377,139.5842162
0.00232,-3.22275E+22,6.45639E+23,2.74116E+26,20706437.06,2346036.865,3.92396E-05,0.083279167,141.3763593
0.00233,-3.49687E+22,6.4838E+23,2.74119E+26,20706433.79,2365127.869,4.00795E-05,0.084701955,143.1837763
0.00234,-3.77099E+22,6.51122E+23,2.74121E+26,20706430.26,2384299.756,4.09338E-05,0.086142894,145.0065322
0.00235,-4.04511E+22,6.53863E+23,2.74124E+26,20706426.46,2403552.526,4.18025E-05,0.087602137,146.8446917
0.00236,-4.31924E+22,6.56604E+23,2.74127E+26,20706422.4,2422886.181,4.26859E-05,0.089079839,148.6983198
0.00237,-4.59336E+22,6.59345E+23,2.7413E+26,20706418.07,2442300.721,4.35842E-05,0.090576155,150.5674812
0.00238,-4.8675E+22,6.62087E+23,2.74132E+26,20706413.47,2461796.147,4.44976E-05,0.092091241,152.4522409
0.00239,-5.14163E+22,6.64828E+23,2.74135E+26,20706408.61,2481372.46,4.54262E-05,0.093625252,154.3526636
0.0024,-5.41577E+22,6.67569E+23,2.74138E+26,20706403.48,2501029.66,4.63702E-05,0.095178346,156.2688143
0.00241,-5.6899E+22,6.70311E+23,2.74141E+26,20706398.08,2520767.75,4.73298E-05,0.096750681,158.2007578
0.00242,-5.96405E+22,6.73052E+23,2.74143E+26,20706392.42,2540586.728,4.83053E-05,0.098342414,160.1485589
0.00243,-6.23819E+22,6.75794E+23,2.74146E+26,20706386.49,2560486.597,4.92968E-05,0.099953705,162.1122824
0.00244,-6.51234E+22,6.78535E+23,2.74149E+26,20706380.29,2580467.357,5.03045E-05,0.101584713,164.0919934
0.00245,-6.78649E+22,6.81277E+23,2.74152E+26,20706373.83,2600529.008,5.13286E-05,0.103235599,166.0877565
0.00246,-7.06064E+22,6.84018E+23,2.74154E+26,20706367.1,2620671.552,5.23693E-05,0.104906522,168.0996367
0.00247,-7.3348E+22,6.8676E+23,2.74157E+26,20706360.11,2640894.989,5.34269E-05,0.106597645,170.1276988
0.00248,-7.60896E+22,6.89501E+23,2.7416E+26,20706352.85,2661199.321,5.45014E-05,0.10830913,172.1720077
0.00249,-7.88312E+22,6.92243E+23,2.74162E+26,20706345.32,2681584.547,5.55932E-05,0.11004114,174.2326282
0.0025,-8.15728E+22,6.94985E+23,2.74165E+26,20706337.52,2702050.669,5.67024E-05,0.111793837,176.3096252
0.00251,-8.43145E+22,6.97726E+23,2.74168E+26,20706329.46,2722597.688,5.78292E-05,0.113567387,178.4030636
0.00252,-8.70562E+22,7.00468E+23,2.74171E+26,20706321.14,2743225.604,5.89738E-05,0.115361954,180.5130081
0.00253,-8.97979E+22,7.0321E+23,2.74173E+26,20706312.54,2763934.419,6.01365E-05,0.117177702,182.6395237
0.00254,-9.25396E+22,7.05951E+23,2.74176E+26,20706303.68,2784724.132,6.13175E-05,0.1190148,184.7826753
0.00255,-9.52814E+22,7.08693E+23,2.74179E+26,20706294.56,2805594.745,6.2517E-05,0.120873412,186.9425276
0.00256,-9.80232E+22,7.11435E+23,2.74182E+26,20706285.16,2826546.259,6.37351E-05,0.122753706,189.1191456
0.00257,-1.00765E+23,7.14177E+23,2.74184E+26,20706275.5,2847578.674,6.49722E-05,0.124655851,191.3125941
0.00258,-1.03507E+23,7.16919E+23,2.74187E+26,20706265.58,2868691.992,6.62283E-05,0.126580014,193.522938
0.00259,-1.06249E+23,7.1966E+23,2.7419E+26,20706255.38,2889886.213,6.75039E-05,0.128526366,195.7502422
0.0026,-1.08991E+23,7.22402E+23,2.74193E+26,20706244.93,2911161.337,6.8799E-05,0.130495076,197.9945714
0.00261,-1.11733E+23,7.25144E+23,2.74195E+26,20706234.2,2932517.366,7.01139E-05,0.132486314,200.2559907
0.00262,-1.14475E+23,7.27886E+23,2.74198E+26,20706223.21,2953954.301,7.14488E-05,0.134500253,202.5345647
0.00263,-1.17217E+23,7.30628E+23,2.74201E+26,20706211.95,2975472.141,7.2804E-05,0.136537063,204.8303585
0.00264,-1.19959E+23,7.3337E+23,2.74203E+26,20706200.43,2997070.889,7.41797E-05,0.138596918,207.1434369
0.00265,-1.22701E+23,7.36112E+23,2.74206E+26,20706188.63,3018750.545,7.55761E-05,0.14067999,209.4738647
0.00266,-1.25443E+23,7.38854E+23,2.74209E+26,20706176.58,3040511.109,7.69934E-05,0.142786453,211.8217068
0.00267,-1.28185E+23,7.41597E+23,2.74212E+26,20706164.25,3062352.583,7.84319E-05,0.144916482,214.1870281
0.00268,-1.30927E+23,7.44339E+23,2.74214E+26,20706151.66,3084274.968,7.98919E-05,0.147070252,216.5698935
0.00269,-1.33669E+23,7.47081E+23,2.74217E+26,20706138.81,3106278.263,8.13735E-05,0.149247939,218.9703678
0.0027,-1.36411E+23,7.49823E+23,2.7422E+26,20706125.68,3128362.47,8.2877E-05,0.151449718,221.3885159
0.00271,-1.39154E+23,7.52565E+23,2.74223E+26,20706112.29,3150527.59,8.44026E-05,0.153675768,223.8244026
0.00272,-1.41896E+23,7.55307E+23,2.74225E+26,20706098.63,3172773.624,8.59506E-05,0.155926266,226.2780929
0.00273,-1.44638E+23,7.5805E+23,2.74228E+26,20706084.71,3195100.572,8.75212E-05,0.158201389,228.7496517
0.00274,-1.4738E+23,7.60792E+23,2.74231E+26,20706070.52,3217508.435,8.91148E-05,0.160501318,231.2391437
0.00275,-1.50123E+23,7.63534E+23,2.74234E+26,20706056.07,3239997.214,9.07314E-05,0.162826232,233.7466338
0.00276,-1.52865E+23,7.66277E+23,2.74236E+26,20706041.34,3262566.909,9.23714E-05,0.165176311,236.2721871
0.00277,-1.55607E+23,7.69019E+23,2.74239E+26,20706026.35,3285217.523,9.4035E-05,0.167551736,238.8158682
0.00278,-1.5835E+23,7.71761E+23,2.74242E+26,20706011.1,3307949.054,9.57226E-05,0.169952689,241.3777421
0.00279,-1.61092E+23,7.74504E+23,2.74244E+26,20705995.58,3330761.505,9.74342E-05,0.172379352,243.9578737
0.0028,-1.63835E+23,7.77246E+23,2.74247E+26,20705979.79,3353654.876,9.91703E-05,0.174831908,246.5563279
0.00281,-1.66577E+23,7.79989E+23,2.7425E+26,20705963.73,3376629.168,0.000100931,0.17731054,249.1731695
0.00282,-1.6932E+23,7.82731E+23,2.74253E+26,20705947.41,3399684.381,0.000102717,0.179815433,251.8084633
0.00283,-1.72062E+23,7.85474E+23,2.74255E+26,20705930.82,3422820.517,0.000104527,0.182346771,254.4622744
0.00284,-1.74805E+23,7.88216E+23,2.74258E+26,20705913.97,3446037.576,0.000106364,0.18490474,257.1346676
0.00285,-1.77547E+23,7.90959E+23,2.74261E+26,20705896.85,3469335.559,0.000108226,0.187489527,259.8257077
0.00286,-1.8029E+23,7.93702E+23,2.74264E+26,20705879.46,3492714.466,0.000110114,0.190101317,262.5354596
0.00287,-1.83033E+23,7.96444E+23,2.74266E+26,20705861.8,3516174.3,0.000112028,0.192740298,265.2639882
0.00288,-1.85775E+23,7.99187E+23,2.74269E+26,20705843.88,3539715.06,0.000113968,0.195406659,268.0113585
0.00289,-1.88518E+23,8.0193E+23,2.74272E+26,20705825.7,3563336.747,0.000115936,0.198100588,270.7776352
0.0029,-1.91261E+23,8.04672E+23,2.74275E+26,20705807.24,3587039.362,0.000117931,0.200822275,273.5628833
0.00291,-1.94004E+23,8.07415E+23,2.74277E+26,20705788.52,3610822.906,0.000119953,0.20357191,276.3671676
0.00292,-1.96746E+23,8.10158E+23,2.7428E+26,20705769.53,3634687.379,0.000122002,0.206349682,279.1905531
0.00293,-1.99489E+23,8.12901E+23,2.74283E+26,20705750.28,3658632.784,0.00012408,0.209155785,282.0331046
0.00294,-2.02232E+23,8.15644E+23,2.74286E+26,20705730.76,3682659.119,0.000126185,0.211990408,284.894887
0.00295,-2.04975E+23,8.18387E+23,2.74288E+26,20705710.97,3706766.386,0.00012832,0.214853747,287.7759652
0.00296,-2.07718E+23,8.21129E+23,2.74291E+26,20705690.92,3730954.587,0.000130483,0.217745992,290.6764041
0.00297,-2.10461E+23,8.23872E+23,2.74294E+26,20705670.6,3755223.721,0.000132675,0.220667339,293.5962685
0.00298,-2.13204E+23,8.26615E+23,2.74296E+26,20705650.01,3779573.79,0.000134896,0.223617983,296.5356235
0.00299,-2.15947E+23,8.29358E+23,2.74299E+26,20705629.16,3804004.794,0.000137147,0.226598117,299.4945338
0.003,-2.1869E+23,8.32101E+23,2.74302E+26,20705608.04,3828516.734,0.000139428,0.229607939,302.4730643
0.00301,-2.21433E+23,8.34844E+23,2.74305E+26,20705586.65,3853109.611,0.000141739,0.232647644,305.47128
0.00302,-2.24176E+23,8.37587E+23,2.74307E+26,20705565,3877783.426,0.000144081,0.23571743,308.4892457
0.00303,-2.26919E+23,8.4033E+23,2.7431E+26,20705543.08,3902538.179,0.000146454,0.238817495,311.5270263
0.00304,-2.29662E+23,8.43074E+23,2.74313E+26,20705520.9,3927373.872,0.000148858,0.241948037,314.5846868
0.00305,-2.32405E+23,8.45817E+23,2.74316E+26,20705498.44,3952290.504,0.000151293,0.245109255,317.662292
0.00306,-2.35148E+23,8.4856E+23,2.74318E+26,20705475.72,3977288.078,0.00015376,0.248301349,320.7599067
0.00307,-2.37891E+23,8.51303E+23,2.74321E+26,20705452.74,4002366.594,0.000156259,0.25152452,323.877596
0.00308,-2.40635E+23,8.54046E+23,2.74324E+26,20705429.49,4027526.052,0.00015879,0.254778969,327.0154247
0.00309,-2.43378E+23,8.5679E+23,2.74327E+26,20705405.97,4052766.454,0.000161355,0.258064896,330.1734577
0.0031,-2.46121E+23,8.59533E+23,2.74329E+26,20705382.18,4078087.799,0.000163952,0.261382505,333.3517598
0.00311,-2.48864E+23,8.62276E+23,2.74332E+26,20705358.13,4103490.09,0.000166582,0.264731999,336.5503961
0.00312,-2.51608E+23,8.65019E+23,2.74335E+26,20705333.81,4128973.327,0.000169247,0.268113581,339.7694313
0.00313,-2.54351E+23,8.67763E+23,2.74337E+26,20705309.23,4154537.51,0.000171945,0.271527456,343.0089304
0.00314,-2.57095E+23,8.70506E+23,2.7434E+26,20705284.37,4180182.64,0.000174677,0.274973828,346.2689584
0.00315,-2.59838E+23,8.7325E+23,2.74343E+26,20705259.26,4205908.719,0.000177444,0.278452904,349.54958
0.00316,-2.62581E+23,8.75993E+23,2.74346E+26,20705233.87,4231715.747,0.000180246,0.281964889,352.8508602
0.00317,-2.65325E+23,8.78737E+23,2.74348E+26,20705208.22,4257603.725,0.000183084,0.28550999,356.1728639
0.00318,-2.68068E+23,8.8148E+23,2.74351E+26,20705182.3,4283572.653,0.000185957,0.289088415,359.515656
0.00319,-2.70812E+23,8.84224E+23,2.74354E+26,20705156.11,4309622.533,0.000188866,0.292700373,362.8793014
0.0032,-2.73555E+23,8.86967E+23,2.74357E+26,20705129.66,4335753.365,0.000191811,0.296346071,366.263865
0.00321,-2.76299E+23,8.89711E+23,2.74359E+26,20705102.94,4361965.15,0.000194793,0.30002572,369.6694117
0.00322,-2.79043E+23,8.92454E+23,2.74362E+26,20705075.96,4388257.889,0.000197812,0.303739529,373.0960064
0.00323,-2.81786E+23,8.95198E+23,2.74365E+26,20705048.71,4414631.583,0.000200868,0.30748771,376.543714
0.00324,-2.8453E+23,8.97942E+23,2.74368E+26,20705021.19,4441086.232,0.000203961,0.311270474,380.0125995
0.00325,-2.87274E+23,9.00685E+23,2.7437E+26,20704993.41,4467621.838,0.000207093,0.315088033,383.5027277
0.00326,-2.90017E+23,9.03429E+23,2.74373E+26,20704965.35,4494238.401,0.000210263,0.3189406,387.0141636
0.00327,-2.92761E+23,9.06173E+23,2.74376E+26,20704937.04,4520935.921,0.000213472,0.322828388,390.5469719
0.00328,-2.95505E+23,9.08917E+23,2.74378E+26,20704908.45,4547714.401,0.00021672,0.326751611,394.1012178
0.00329,-2.98249E+23,9.1166E+23,2.74381E+26,20704879.6,4574573.839,0.000220007,0.330710484,397.676966
0.0033,-3.00992E+23,9.14404E+23,2.74384E+26,20704850.48,4601514.239,0.000223334,0.334705222,401.2742815
0.00331,-3.03736E+23,9.17148E+23,2.74387E+26,20704821.1,4628535.599,0.000226701,0.338736041,404.8932292
0.00332,-3.0648E+23,9.19892E+23,2.74389E+26,20704791.45,4655637.921,0.000230109,0.342803159,408.533874
0.00333,-3.09224E+23,9.22636E+23,2.74392E+26,20704761.53,4682821.206,0.000233558,0.346906791,412.1962808
0.00334,-3.11968E+23,9.2538E+23,2.74395E+26,20704731.34,4710085.455,0.000237047,0.351047157,415.8805145
0.00335,-3.14712E+23,9.28124E+23,2.74398E+26,20704700.89,4737430.668,0.000240579,0.355224475,419.5866401
0.00336,-3.17456E+23,9.30868E+23,2.744E+26,20704670.17,4764856.846,0.000244152,0.359438963,423.3147224
0.00337,-3.202E+23,9.33612E+23,2.74403E+26,20704639.19,4792363.99,0.000247768,0.363690843,427.0648264
0.00338,-3.22944E+23,9.36356E+23,2.74406E+26,20704607.94,4819952.101,0.000251426,0.367980333,430.837017
0.00339,-3.25688E+23,9.391E+23,2.74409E+26,20704576.42,4847621.179,0.000255127,0.372307657,434.6313591
0.0034,-3.28432E+23,9.41844E+23,2.74411E+26,20704544.63,4875371.226,0.000258872,0.376673035,438.4479176
0.00341,-3.31176E+23,9.44588E+23,2.74414E+26,20704512.58,4903202.242,0.000262661,0.381076689,442.2867574
0.00342,-3.33921E+23,9.47332E+23,2.74417E+26,20704480.27,4931114.228,0.000266494,0.385518844,446.1479435
0.00343,-3.36665E+23,9.50076E+23,2.7442E+26,20704447.68,4959107.185,0.000270372,0.389999723,450.0315408
0.00344,-3.39409E+23,9.52821E+23,2.74422E+26,20704414.83,4987181.114,0.000274294,0.39451955,453.9376142
0.00345,-3.42153E+23,9.55565E+23,2.74425E+26,20704381.71,5015336.015,0.000278262,0.39907855,457.8662285
0.00346,-3.44897E+23,9.58309E+23,2.74428E+26,20704348.33,5043571.889,0.000282276,0.40367695,461.8174488
0.00347,-3.47642E+23,9.61053E+23,2.7443E+26,20704314.67,5071888.738,0.000286336,0.408314975,465.79134
0.00348,-3.50386E+23,9.63798E+23,2.74433E+26,20704280.76,5100286.561,0.000290442,0.412992852,469.7879669
0.00349,-3.5313E+23,9.66542E+23,2.74436E+26,20704246.57,5128765.36,0.000294596,0.41771081,473.8073946
0.0035,-3.55875E+23,9.69286E+23,2.74439E+26,20704212.12,5157325.135,0.000298797,0.422469077,477.8496879
0.00351,-3.58619E+23,9.72031E+23,2.74441E+26,20704177.4,5185965.888,0.000303045,0.42726788,481.9149117
0.00352,-3.61364E+23,9.74775E+23,2.74444E+26,20704142.42,5214687.618,0.000307342,0.432107451,486.003131
0.00353,-3.64108E+23,9.7752E+23,2.74447E+26,20704107.16,5243490.328,0.000311688,0.43698802,490.1144106
0.00354,-3.66852E+23,9.80264E+23,2.7445E+26,20704071.65,5272374.017,0.000316082,0.441909817,494.2488156
0.00355,-3.69597E+23,9.83009E+23,2.74452E+26,20704035.86,5301338.687,0.000320526,0.446873074,498.4064109
0.00356,-3.72342E+23,9.85753E+23,2.74455E+26,20703999.81,5330384.338,0.00032502,0.451878023,502.5872613
0.00357,-3.75086E+23,9.88498E+23,2.74458E+26,20703963.49,5359510.972,0.000329564,0.456924897,506.7914319
0.00358,-3.77831E+23,9.91242E+23,2.74461E+26,20703926.9,5388718.588,0.000334158,0.462013929,511.0189874
0.00359,-3.80575E+23,9.93987E+23,2.74463E+26,20703890.05,5418007.188,0.000338804,0.467145354,515.269993
0.0036,-3.8332E+23,9.96732E+23,2.74466E+26,20703852.93,5447376.772,0.000343501,0.472319407,519.5445134
0.00361,-3.86065E+23,9.99476E+23,2.74469E+26,20703815.55,5476827.342,0.000348251,0.477536323,523.8426137
0.00362,-3.88809E+23,1.00222E+24,2.74471E+26,20703777.9,5506358.898,0.000353052,0.482796338,528.1643587
0.00363,-3.91554E+23,1.00497E+24,2.74474E+26,20703739.98,5535971.441,0.000357907,0.48809969,532.5098134
0.00364,-3.94299E+23,1.00771E+24,2.74477E+26,20703701.79,5565664.972,0.000362814,0.493446614,536.8790427
0.00365,-3.97044E+23,1.01046E+24,2.7448E+26,20703663.34,5595439.491,0.000367776,0.49883735,541.2721115
0.00366,-3.99788E+23,1.0132E+24,2.74482E+26,20703624.62,5625295,0.000372791,0.504272136,545.6890849
0.00367,-4.02533E+23,1.01594E+24,2.74485E+26,20703585.63,5655231.499,0.000377861,0.509751211,550.1300277
0.00368,-4.05278E+23,1.01869E+24,2.74488E+26,20703546.38,5685248.988,0.000382986,0.515274817,554.5950048
0.00369,-4.08023E+23,1.02143E+24,2.74491E+26,20703506.86,5715347.47,0.000388167,0.520843192,559.0840812
0.0037,-4.10768E+23,1.02418E+24,2.74493E+26,20703467.07,5745526.944,0.000393403,0.526456579,563.5973218
0.00371,-4.13513E+23,1.02692E+24,2.74496E+26,20703427.02,5775787.412,0.000398696,0.532115219,568.1347916
0.00372,-4.16258E+23,1.02967E+24,2.74499E+26,20703386.7,5806128.874,0.000404046,0.537819356,572.6965555
0.00373,-4.19003E+23,1.03241E+24,2.74502E+26,20703346.11,5836551.331,0.000409453,0.543569231,577.2826785
0.00374,-4.21748E+23,1.03516E+24,2.74504E+26,20703305.26,5867054.784,0.000414917,0.54936509,581.8932254
0.00375,-4.24493E+23,1.0379E+24,2.74507E+26,20703264.14,5897639.233,0.00042044,0.555207177,586.5282613
0.00376,-4.27238E+23,1.04065E+24,2.7451E+26,20703222.75,5928304.68,0.000426022,0.561095738,591.187851
0.00377,-4.29983E+23,1.04339E+24,2.74512E+26,20703181.1,5959051.126,0.000431662,0.567031017,595.8720595
0.00378,-4.32728E+23,1.04614E+24,2.74515E+26,20703139.18,5989878.57,0.000437363,0.573013261,600.5809517
0.00379,-4.35473E+23,1.04889E+24,2.74518E+26,20703096.99,6020787.014,0.000443123,0.579042718,605.3145926
0.0038,-4.38219E+23,1.05163E+24,2.74521E+26,20703054.54,6051776.459,0.000448944,0.585119636,610.0730472
0.00381,-4.40964E+23,1.05438E+24,2.74523E+26,20703011.82,6082846.905,0.000454825,0.591244262,614.8563803
0.00382,-4.43709E+23,1.05712E+24,2.74526E+26,20702968.83,6113998.354,0.000460769,0.597416846,619.6646569
0.00383,-4.46454E+23,1.05987E+24,2.74529E+26,20702925.58,6145230.805,0.000466774,0.603637638,624.497942
0.00384,-4.492E+23,1.06261E+24,2.74532E+26,20702882.05,6176544.261,0.000472842,0.609906889,629.3563005
0.00385,-4.51945E+23,1.06536E+24,2.74534E+26,20702838.27,6207938.721,0.000478972,0.616224848,634.2397974
0.00386,-4.5469E+23,1.0681E+24,2.74537E+26,20702794.21,6239414.187,0.000485166,0.622591769,639.1484975
0.00387,-4.57436E+23,1.07085E+24,2.7454E+26,20702749.89,6270970.66,0.000491424,0.629007902,644.0824659
0.00388,-4.60181E+23,1.07359E+24,2.74543E+26,20702705.3,6302608.139,0.000497747,0.635473502,649.0417675
0.00389,-4.62927E+23,1.07634E+24,2.74545E+26,20702660.45,6334326.626,0.000504134,0.641988822,654.0264672
0.0039,-4.65672E+23,1.07908E+24,2.74548E+26,20702615.32,6366126.122,0.000510586,0.648554117,659.03663
0.00391,-4.68418E+23,1.08183E+24,2.74551E+26,20702569.94,6398006.628,0.000517105,0.65516964,664.0723208
0.00392,-4.71163E+23,1.08457E+24,2.74554E+26,20702524.28,6429968.144,0.00052369,0.661835648,669.1336047
0.00393,-4.73909E+23,1.08732E+24,2.74556E+26,20702478.36,6462010.671,0.000530342,0.668552398,674.2205464
0.00394,-4.76654E+23,1.09007E+24,2.74559E+26,20702432.17,6494134.21,0.000537061,0.675320145,679.3332111
0.00395,-4.794E+23,1.09281E+24,2.74562E+26,20702385.71,6526338.762,0.000543849,0.682139148,684.4716636
0.00396,-4.82145E+23,1.09556E+24,2.74564E+26,20702338.99,6558624.328,0.000550704,0.689009665,689.6359689
0.00397,-4.84891E+23,1.0983E+24,2.74567E+26,20702292,6590990.908,0.000557629,0.695931954,694.826192
0.00398,-4.87637E+23,1.10105E+24,2.7457E+26,20702244.74,6623438.503,0.000564623,0.702906275,700.0423977
0.00399,-4.90383E+23,1.10379E+24,2.74573E+26,20702197.22,6655967.114,0.000571687,0.709932889,705.2846512
0.004,-4.93128E+23,1.10654E+24,2.74575E+26,20702149.43,6688576.742,0.000578822,0.717012055,710.5530172
0.00401,-4.95874E+23,1.10929E+24,2.74578E+26,20702101.37,6721267.387,0.000586028,0.724144036,715.8475608
0.00402,-4.9862E+23,1.11203E+24,2.74581E+26,20702053.05,6754039.051,0.000593305,0.731329094,721.168347
0.00403,-5.01366E+23,1.11478E+24,2.74584E+26,20702004.46,6786891.735,0.000600654,0.738567491,726.5154406
0.00404,-5.04111E+23,1.11752E+24,2.74586E+26,20701955.6,6819825.438,0.000608076,0.74585949,731.8889067
0.00405,-5.06857E+23,1.12027E+24,2.74589E+26,20701906.47,6852840.162,0.000615572,0.753205357,737.2888102
0.00406,-5.09603E+23,1.12301E+24,2.74592E+26,20701857.08,6885935.908,0.000623141,0.760605355,742.7152161
0.00407,-5.12349E+23,1.12576E+24,2.74595E+26,20701807.42,6919112.676,0.000630784,0.76805975,748.1681892
0.00408,-5.15095E+23,1.12851E+24,2.74597E+26,20701757.5,6952370.468,0.000638502,0.775568808,753.6477947
0.00409,-5.17841E+23,1.13125E+24,2.746E+26,20701707.31,6985709.284,0.000646296,0.783132795,759.1540974
0.0041,-5.20587E+23,1.134E+24,2.74603E+26,20701656.85,7019129.124,0.000654165,0.790751979,764.6871623
0.00411,-5.23333E+23,1.13674E+24,2.74605E+26,20701606.12,7052629.99,0.000662111,0.798426627,770.2470544
0.00412,-5.26079E+23,1.13949E+24,2.74608E+26,20701555.13,7086211.883,0.000670134,0.806157009,775.8338387
0.00413,-5.28825E+23,1.14224E+24,2.74611E+26,20701503.87,7119874.803,0.000678234,0.813943394,781.44758
0.00414,-5.31571E+23,1.14498E+24,2.74614E+26,20701452.34,7153618.752,0.000686413,0.821786051,787.0883434
0.00415,-5.34318E+23,1.14773E+24,2.74616E+26,20701400.55,7187443.729,0.00069467,0.829685251,792.7561938
0.00416,-5.37064E+23,1.15048E+24,2.74619E+26,20701348.49,7221349.736,0.000703007,0.837641266,798.4511963
0.00417,-5.3981E+23,1.15322E+24,2.74622E+26,20701296.16,7255336.773,0.000711423,0.845654366,804.1734157
0.00418,-5.42556E+23,1.15597E+24,2.74625E+26,20701243.57,7289404.842,0.00071992,0.853724825,809.922917
0.00419,-5.45303E+23,1.15871E+24,2.74627E+26,20701190.71,7323553.943,0.000728498,0.861852915,815.6997652
0.0042,-5.48049E+23,1.16146E+24,2.7463E+26,20701137.58,7357784.076,0.000737157,0.870038911,821.5040253
0.00421,-5.50795E+23,1.16421E+24,2.74633E+26,20701084.19,7392095.244,0.000745899,0.878283087,827.3357622
0.00422,-5.53541E+23,1.16695E+24,2.74636E+26,20701030.53,7426487.446,0.000754723,0.886585719,833.195041
0.00423,-5.56288E+23,1.1697E+24,2.74638E+26,20700976.6,7460960.684,0.000763631,0.89494708,839.0819265
0.00424,-5.59034E+23,1.17245E+24,2.74641E+26,20700922.4,7495514.958,0.000772622,0.903367449,844.9964837
0.00425,-5.61781E+23,1.17519E+24,2.74644E+26,20700867.94,7530150.269,0.000781698,0.911847102,850.9387777
0.00426,-5.64527E+23,1.17794E+24,2.74647E+26,20700813.21,7564866.617,0.000790859,0.920386318,856.9088734
0.00427,-5.67274E+23,1.18069E+24,2.74649E+26,20700758.22,7599664.004,0.000800106,0.928985373,862.9068357
0.00428,-5.7002E+23,1.18343E+24,2.74652E+26,20700702.95,7634542.431,0.000809439,0.937644547,868.9327297
0.00429,-5.72767E+23,1.18618E+24,2.74655E+26,20700647.42,7669501.898,0.000818859,0.946364121,874.9866203
0.0043,-5.75513E+23,1.18892E+24,2.74657E+26,20700591.63,7704542.406,0.000828367,0.955144373,881.0685725
0.00431,-5.7826E+23,1.19167E+24,2.7466E+26,20700535.56,7739663.955,0.000837962,0.963985586,887.1786512
0.00432,-5.81006E+23,1.19442E+24,2.74663E+26,20700479.23,7774866.548,0.000847647,0.97288804,893.3169215
0.00433,-5.83753E+23,1.19716E+24,2.74666E+26,20700422.63,7810150.184,0.00085742,0.981852019,899.4834483
0.00434,-5.865E+23,1.19991E+24,2.74668E+26,20700365.77,7845514.864,0.000867284,0.990877804,905.6782966
0.00435,-5.89246E+23,1.20266E+24,2.74671E+26,20700308.64,7880960.589,0.000877238,0.999965679,911.9015314
0.00436,-5.91993E+23,1.2054E+24,2.74674E+26,20700251.24,7916487.36,0.000887283,1.009115929,918.1532176
0.00437,-5.9474E+23,1.20815E+24,2.74677E+26,20700193.58,7952095.177,0.000897421,1.018328839,924.4334203
0.00438,-5.97487E+23,1.2109E+24,2.74679E+26,20700135.64,7987784.043,0.00090765,1.027604693,930.7422044
0.00439,-6.00233E+23,1.21365E+24,2.74682E+26,20700077.44,8023553.956,0.000917973,1.036943778,937.0796349
0.0044,-6.0298E+23,1.21639E+24,2.74685E+26,20700018.98,8059404.919,0.000928389,1.046346381,943.4457767
0.00441,-6.05727E+23,1.21914E+24,2.74688E+26,20699960.25,8095336.931,0.0009389,1.05581279,949.840695
0.00442,-6.08474E+23,1.22189E+24,2.7469E+26,20699901.25,8131349.994,0.000949506,1.065343291,956.2644545
0.00443,-6.11221E+23,1.22463E+24,2.74693E+26,20699841.98,8167444.109,0.000960207,1.074938175,962.7171204
0.00444,-6.13968E+23,1.22738E+24,2.74696E+26,20699782.44,8203619.276,0.000971005,1.08459773,969.1987576
0.00445,-6.16715E+23,1.23013E+24,2.74698E+26,20699722.64,8239875.496,0.000981899,1.094322247,975.7094311
0.00446,-6.19462E+23,1.23287E+24,2.74701E+26,20699662.58,8276212.77,0.000992891,1.104112016,982.2492058
0.00447,-6.22209E+23,1.23562E+24,2.74704E+26,20699602.24,8312631.099,0.001003982,1.113967328,988.8181469
0.00448,-6.24956E+23,1.23837E+24,2.74707E+26,20699541.64,8349130.484,0.001015171,1.123888476,995.4163192
0.00449,-6.27703E+23,1.24111E+24,2.74709E+26,20699480.77,8385710.924,0.00102646,1.133875752,1002.043788
0.0045,-6.3045E+23,1.24386E+24,2.74712E+26,20699419.64,8422372.422,0.001037849,1.14392945,1008.700617
0.00451,-6.33197E+23,1.24661E+24,2.74715E+26,20699358.23,8459114.978,0.001049339,1.154049863,1015.386873
0.00452,-6.35944E+23,1.24936E+24,2.74718E+26,20699296.56,8495938.593,0.00106093,1.164237286,1022.102621
0.00453,-6.38692E+23,1.2521E+24,2.7472E+26,20699234.63,8532843.267,0.001072624,1.174492014,1028.847924
0.00454,-6.41439E+23,1.25485E+24,2.74723E+26,20699172.42,8569829.002,0.00108442,1.184814343,1035.622849
0.00455,-6.44186E+23,1.2576E+24,2.74726E+26,20699109.95,8606895.798,0.00109632,1.19520457,1042.427459
0.00456,-6.46933E+23,1.26035E+24,2.74729E+26,20699047.22,8644043.656,0.001108324,1.205662991,1049.261821
0.00457,-6.49681E+23,1.26309E+24,2.74731E+26,20698984.21,8681272.577,0.001120434,1.216189905,1056.125999
0.00458,-6.52428E+23,1.26584E+24,2.74734E+26,20698920.94,8718582.561,0.001132648,1.226785611,1063.020058
