Time (msec),Longitude,Latitude,Altagl,Battery Capacity (%)
64700,-157.8096845,21.30669201,9.9,93
64700,-157.8096841,21.30669244,9.9,93
64800,-157.8096837,21.306693,9.8,93
64800,-157.8096833,21.30669343,9.8,93
64800,-157.8096829,21.30669385,9.8,93
64900,-157.8096825,21.30669427,9.9,93
64900,-157.8096821,21.30669468,9.9,93
64900,-157.8096816,21.30669552,9.9,93
65000,-157.8096812,21.30669594,9.9,93
65000,-157.8096808,21.30669636,9.9,93
65000,-157.8096804,21.30669677,9.9,93
65100,-157.8096799,21.30669719,9.9,93
65100,-157.8096795,21.30669759,9.9,93
65100,-157.8096792,21.30669794,9.9,93
65200,-157.8096788,21.30669835,9.9,93
65200,-157.8096783,21.30669875,9.9,93
65300,-157.8096779,21.3066994,9.9,93
65300,-157.8096774,21.30669979,9.9,93
65300,-157.809677,21.30670018,9.9,93
65400,-157.8096766,21.30670076,9.9,93
65400,-157.8096761,21.30670114,9.9,93
65400,-157.8096757,21.30670152,9.9,93
65500,-157.8096752,21.30670189,9.8,93
65500,-157.8096747,21.30670226,9.8,93
65500,-157.8096742,21.30670258,9.8,93
65600,-157.8096738,21.30670308,9.9,93
65600,-157.8096733,21.30670344,9.9,93
65600,-157.8096728,21.30670379,9.9,93
65700,-157.8096723,21.30670413,9.9,93
65700,-157.8096717,21.30670447,9.9,93
65700,-157.8096713,21.30670472,9.9,93
65800,-157.8096708,21.30670505,9.8,93
65800,-157.8096703,21.30670538,9.8,93
65800,-157.8096698,21.3067057,9.8,93
65900,-157.8096693,21.30670613,9.8,93
65900,-157.8096688,21.30670645,9.8,93
66000,-157.8096682,21.30670685,9.8,93
66000,-157.8096677,21.30670716,9.8,93
66000,-157.8096671,21.30670748,9.8,93
66100,-157.8096666,21.30670779,9.8,93
66100,-157.8096661,21.3067081,9.8,93
66100,-157.8096655,21.30670841,9.8,93
66200,-157.8096649,21.30670863,9.8,93
66200,-157.8096644,21.30670901,9.8,93
